plu;kd_brg;tipe;nm_brg;mobil ;nm_grup;kms1;isi;h_beli;h_jual1;foto;merk
1003686;KKI;YA;PISTON AIRMASTER 634-11518;;PISTON AIRMASTER;PCS;1;115000;250000;;MITSUBISHI
1003687;KKI;YA;PISTON AP-1540;;PISTON BOOSTER REM;PCS;1;115000;250000;;KNORR-BREMSE
1003688;KUI;YA;PISTON 236-10302;;PISTON BOOSTER REM;PCS;1;125000;250000;;KNORR-BREMSE
1003689;KLI;YA;PISTON 234-11521;;PISTON BOOSTER REM;PCS;1;105000;250000;;KNORR-BREMSE
1003690;KKL;YA;PISTON 234-11518;;PISTON BOOSTER REM;PCS;1;110000;250000;;KNORR-BREMSE
1003691;KKL;YA;PISTON 234-11531;;PISTON BOOSTER REM;PCS;1;110000;250000;;KNORR-BREMSE
1003692;ULL;YA;REPAIR KIT A/M KNORR-BREMSE 9323-3507;;REPAIR KIT;PCS;1;200000;395000;;KNORR-BREMSE
1003693;RLL;YA        ;REPAIR KIT 9323-3557;;AIR MASTER          ;PCS       ;1;330000;550000;;PT-SARANA                                                                                           
1003694;UUI;YA;KURA-KURA ASSY 44540-1892  LOHAN ;;KURA-KURA ASSY;PCS;1;225000;450000;;BK
1003695;ULL;YA;REPAIR KIT A/M 9364-0984;;REPAIR KIT;PCS;1;200000;425000;;KNORR-BREMSE
1003696;UUI;YA        ;KURA KURA ASSY 44080-EW011;;KURA KURA           ;PCS       ;1;225000;450000;;BK                                                                                                  
1003697;KGI;YA;KOPLING 9364-0001 ;;CLUTH BOOSTER;PCS;1;185000;450000;;KNORR-BREMSE
1003702;EI;YA        ;POMPA ANGIN PS125 TURBO 1 SET;;ARENG               ;PCS       ;1;75000;150000;;ICON                                                                                                
1003704;DI;YA        ;ARENG NKR-71 VRB-966;;ARENG               ;PCS       ;1;45000;115000;;IKAR                                                                                                
1003705;RG;YA        ;KULSTATER PANTER FI-039;;KULSTATER           ;PCS       ;1;38000;75000;;CARBON BRUSH                                                                                        
1003706;RR;YA        ;KULSTATER PS100 L300 FJ-192;;KULSTATER           ;PCS       ;1;33000;50000;;CARBON BRUSH                                                                                        
1003707;KE;YA;KUL AMPER KIJANG FJ-323;;KUL AMPER;PCS;1;17000;35000;;CARBON BRUSH
1003708;KE;YA        ;KUL AMPER L300 FJ-342;;KUL AMPER           ;PCS       ;1;17000;35000;;CARBON BRUSH                                                                                        
1003709;UD;YA        ;KUL STATER KIJANG ST 100 FS-125;;KULSTATER           ;PCS       ;1;24000;45000;;CARBON BRUSH                                                                                        
1003710;KE;YA;KUL AMPER CARRY ZEBRA FD-316;;KUL AMPER;PCS;1;17000;35000;;CARBON BRUSH
1003711;EI;YA        ;KUL AMPER PANTER FJ-022/023;;KUL AMPER           ;PCS       ;1;75000;150000;;CARBON BRUSH                                                                                        
1003712;DU;YA;SEAL DINAMO PTH 9/24 8-94156589-0;;SEAL DINAMO;PCS;1;42000;85000;;ISUZU
1003713;RI;YA        ;GIGI STATER PS 120;;GIGI STATER         ;PCS       ;1;35000;175000;;ZIPIN                                                                                               
1003714;LANA;YA        ;KABIN 12V;;LAMPU KABIN         ;PCS       ;1;10000;20000;;                                                                                                    
1003715;LANA;YA;CUMI LIGHT 12V;;LAMPU;PCS;1;17000;35000;;STANLEE STAR
1003717;K;YA        ;12V MINI K-1;;LAMPU               ;PCS       ;1;1000;2000;;STANLEE STAR                                                                                        
1003718;I;YA        ;12V-8W K-1;;LAMPU               ;PCS       ;1;5000;10000;;STANLEE STAR                                                                                        
1003719;RR;YA;LAMPU HALOGEN 9006;;LAMPU;PCS;1;33000;65000;;STANLEE STAR
1003720;KL;YA        ;HELLA 12V-21W K-1;;LAMPU               ;PCS       ;1;10000;20000;;HELLA                                                                                               
1003721;G;YA        ;CUMI K-1 BENING;;LAMPU               ;PCS       ;1;8000;25000;;STANLEE STAR                                                                                        
1003722;G;YA        ;CUMI K-1 OREN;;LAMPU               ;PCS       ;1;8000;15000;;STANLEE STAR                                                                                        
1003723;G;YA;K-1 12V;;LAMPU;PCS;1;8000;15000;;STANLEE STAR
1003724;KE;YA        ;LAMPU HALOGEN PX-26D 12V 100W;;LAMPU               ;PCS       ;1;17000;55000;;STANLEE STAR                                                                                        
1003725;RR;YA        ;LAMPU HALOGEN PX-26D 12V 55W;;LAMPU               ;PCS       ;1;33000;65000;;STANLEE STAR                                                                                        
1003726;UR;YA        ;LAMPU ZEGEN 12V K-1 KUNING;;LAMPU               ;PCS       ;1;23000;45000;;ZEGEN                                                                                               
1003727;KG;YA        ;LAMPU ZEGEN 12V K-1 BENING;;LAMPU               ;PCS       ;1;18000;35000;;ZEGEN                                                                                               
1003728;E;YA        ;BOLAM K-1 BENING;;BOLAM               ;PCS       ;1;7000;15000;;DR.D.FISCHER                                                                                        
1003729;DL;YA;LAMPU H-16 6026 12V-19W;;LAMPU;PCS;1;40000;80000;;STANLEE STAR
1003730;LANA;YA;AITO LIGHTER STANLEY ;;LAMPU;PCS;1;17000;35000;;STANLEY
1003731;KL;YA        ;LAMPU HELLA 12V 21/5W K-2;;LAMPU               ;PCS       ;1;10000;20000;;HELLA                                                                                               
1003732;KR;YA        ;LAMPU 12V 35/30W MOTOR;;LAMPU               ;PCS       ;1;13000;25000;;OSRAM                                                                                               
1003733;DL;YA        ;H-16 9006 12V-55W;;LAMPU               ;PCS       ;1;40000;80000;;STANLEE STAR                                                                                        
1003734;RI;YA        ;LAMPU 12V 100/90W;;LAMPU               ;PCS       ;1;35000;100000;;ZEGEN                                                                                               
1003735;DI;YA        ;LAMPU 12V 60/55W;;LAMPU               ;PCS       ;1;45000;80000;;ZEGEN                                                                                               
1003736;KR;YA;BOHLAM ATRET 12V 16W;;LAMPU;PCS;1;13000;25000;;STANLEE STAR
1003737;TD;YA;PIPA KOPLING 16515-60960;;PIPA MASTER KOPLING;PCS;1;64000;160000;;WAKASA
1003738;I;YA;MINI K-2;;LAMPU;PCS;1;5000;10000;;STANLEE STAR
1003739;U;YA        ;BOLAM CUMI KECIL 12V;;LAMPU               ;PCS       ;1;2000;5000;;STANLEE STAR                                                                                        
1003740;UR;YA        ;AUTO LAMPS BULBS;;LAMPU               ;PCS       ;1;23000;45000;;STANLEE STAR                                                                                        
1003741;KR;YA;FLOSER STAR H-3 ;;LAMPU;PCS;1;13000;25000;;FLOSER
1003742;E;YA;24V 100/90W;;LAMPU;PCS;1;7000;15000;;STANLEE STAR
1003744;I;YA        ;LAMPU BAMPER H-3 12V;;LAMPU               ;PCS       ;1;4300;15000;;STANLEE STAR                                                                                        
1003745;KI;YA        ;LAMPU LIGHTS MINION;;LAMPU               ;PCS       ;1;15000;30000;;MINION                                                                                              
1003746;LANA;YA;EARPHONE;;HANDSET;PCS;1;15000;25000;;EARPHONE
1003747;UI;YA        ;BOLA LAMPU SEKUTER 12V;;LAMPU               ;PCS       ;1;25000;45000;;SILEA                                                                                               
1003749;DI;YA        ;SWITCH REM CANTER / PS 135;;SWITCH REM          ;PCS       ;1;25000;45000;;UMC                                                                                                 
1003750;DI;YA        ;SWITCH REM PS;;SWITCH REM          ;PCS       ;1;17000;45000;;TOP                                                                                                 
1003751;RI;YA;ME014757 TUTUP INTERKULER PS120;;COVER OIL COOLER;PCS;1;35000;95000;;UTM
1003752;G;YA        ;BAUT KOPEL FUSO FM-517;;BAUT KOPEL          ;PCS       ;1;7500;25000;;JAC                                                                                                 
1003753;KRI;YA;15613-LAA70;;F OLI;PCS;1;75000;135000;;HOP
1003755;KDL;YA        ;JOINT KOPEL GUM-75;;JOINT KOPEL         ;PCS       ;1;140000;250000;;GMB                                                                                                 
1003757;;YA        ;B/R FUWA BLK LOB 10;;BAUT RODA           ;PCS       ;1;42500;95000;;HWC                                                                                                 
1003758;KLI;YA;KLAKSONE KEONG 12V JK 272000-6930;;KLAKSONE;PCS;1;82000;165000;;DENSO
1003759;UE;YA;FLASHER S-TRF-002-K10 12V;;FLASHER;PCS;1;27000;65000;;STECKER
1003760;RR;YA;RELAY DUTRO 12V;;RELAY;PCS;1;33000;75000;;ARSHOW
1003761;UR;YA;FLASHER HF 312L 12V K-2;;FLASHER;PCS;1;23000;45000;;NILES
1003762;DE;YA;PTH KAPSUL K-5;;PTH KAPSUL;PCS;1;47000;95000;;ISUZU
1003763;TU;YA;RELAY 12V INOVA;;RELAY;PCS;1;62000;125000;;TOYOTA
1003764;EI;YA;FLASHER 81980-BZ010;;FLASHER;PCS;1;75000;150000;;SH
1003765;DR;YA;RELAY 90987-T2002 12V 4P INNOVA;;RELAY;PCS;1;43000;95000;;IKAR
1003766;UE;YA        ;RELAY 156700-3220;;RELAY               ;PCS       ;1;27000;65000;;DENSO                                                                                               
1003767;RI;YA        ;RELAY K-4 HELLA;;RELAY               ;PCS       ;1;29000;55000;;HELLA                                                                                               
1003768;UR;YA;RELAY 12 30/20A;;RELAY;PCS;1;23000;45000;;BOSCH
1003769;UR;YA;FLASHER FUTURA 12V;;FLASHER;PCS;1;23000;45000;;ARSHOW
1003770;LANA;YA        ;SENTER KEPALA SYH L155C;;LAMPU               ;PCS       ;1;31000;65000;;SURYA                                                                                               
1003771;E;YA;BATERAI ABC 1.5V;;BATERAI;PCS;1;7000;15000;;ABC
1003772;KU;YA;O RING NOSEL 15545-41910;;ORING NOSEL;PCS;1;12000;50000;;WAKASA
1003773;KU;YA;O RING NOSEL 15545-41950;;ORING NOSEL;PCS;1;13000;50000;;WAKASA
1003774;I;YA;SEAL RUMAH NOSEL 11315-504 A2;;SEAL RUMAH NOSEL;PCS;1;5000;10000;;WAKASA
1003776;ET;YA;SEAL RUMAH NOSEL 11315-419 A0;;SEAL RUMAH NOSEL;PCS;1;76000;225000;;WAKASA
1003777;DL;YA        ;KLAKSONE 24V;;KLAKSONE            ;PCS       ;1;40000;95000;;                                                                                                    
1003778;DIL;YA;REVOLVING LIGHTS HALOGEN BULBS DC 24V KUNING;;LAMPU;PCS;1;450000;550000;;REVOLVING LIGHTS
1003779;U;YA;STRAPPING FE-150 I-C (L) 150 X (W) 3.6MM;;RIPET;PCS;1;1000;2000;;GIANTOK
1003780;U;YA;STRAPPING KT-370X SIZE 76X370MM;;RIPET;PCS;1;2000;5000;;IMS
1003781;U;YA;STRAPPING CS-390L SIZE 4,8M/M 0.19 INCH;;RIPET;PCS;1;2000;5000;;SIGMATICS
1003782;KKI;YA;KLAKSONE KEONG 12V JK 272000-3390;;KLAKSONE;PCS;1;115000;225000;;DENSO
1003783;KL;YA;BOHLAM LAMPU BLKG 34906-GB6-921;;LAMPU;PCS;1;10000;20000;;HONDA
1003784;KU;YA;MUR RODA 12X1.25 ;;MUR RODA;PCS;1;12000;25000;;JAC
1003785;KL;YA;PENTIL TUBLESS BESI BESAR PO NO 4X220112YX;;PENTIL TUBLES;PCS;1;10000;20000;;NO MEREK
1003786;E;YA;PENTIL TUBLESS BESI KECIL PO NO HY202228YX;;PENTIL TUBLES;PCS;1;7000;15000;;NO MEREK
1003787;KU;YA;MUR RODA 12X1.5;;MUR RODA;PCS;1;12000;25000;;NO MEREK
1003788;E;YA;MUR RODA 12X1,25;;MUR RODA;PCS;1;7000;15000;;NO MEREK
1003789;E;YA;PENTIL TUBLESS KARET TR413;;PENTIL TUBLES;PCS;1;7000;15000;;NO MEREK
1003790;D;YA        ;AMPLAS KASAR C240CC;;AMPLAS              ;PCS       ;1;2500;10000;D:\AMPLAS.JPG;ECOHAND                                                                                             
1003791;RI;YA        ;SWITCH REM MC859186;;SWITCH REM          ;PCS       ;1;35000;75000;;UTM                                                                                                 
1003792;KEL;YA;BEARING 30212 R;;LAHER;PCS;1;170000;340000;;KOYO
1003793;KIL;YA;C/O ASSY NKR 66/71;;KOPLING BAWAH;PCS;1;150000;250000;;ISUZU
1003794;D;YA        ;AMPLAS HALUS C500CC;;AMPLAS              ;PCS       ;1;2500;10000;D:\AMPLAS.JPG;ECOHAND                                                                                             
1003795;TL;YA        ;TUTUP TANGKI FUSO PS190 MC000139;;TUTUP TANGKI        ;PCS       ;1;60000;95000;C:\USERS\KASIR\DOWNLOADS\TUTUP TANGKI FUSO PS190 MC000139.JPG;UTM                                                                                                 
1003796;RU;YA        ;LAMPU KABUT BULAT;;LAMPU KABUT BULAT   ;PCS       ;1;32000;75000;;DNY                                                                                                 
1003797;KUI;YA;BEARING KOPEL MB-563236;;LAHER GANTUNG;PCS;1;125000;215000;;OBC
1003798;DG;YA;KARET KOPEL M1-6320410 P-1100;;KARET KOPEl;PCS;1;48000;120000;;ASPIRA
1003799;RG;YA;POWER STEERING FLUID 1 LITER;;OLI POWER;LT;1;38000;55000;;PETROASIA
1003800;UD;YA;POWER STEERING FLUID 500ML;;OLI POWER;LT;1;24000;35000;;PETROASIA
1003801;KI;YA        ;BUSI C7HSA;;BUSI                ;PCS       ;1;15000;25000;;NGK                                                                                                 
1003802;KI;YA;BP7ES;;BUSI;PCS;1;15000;25000;;NGK
1003803;KI;YA;RHG4HC;;BUSI;PCS;1;15000;25000;;CHAMPION
1003804;KUG;YA;TO010014;;THERMOSTAT;PCS;1;128000;215000;;LUCRATEC
1003805;KEI;YA;YTZ5S;;AKI MOTOR;PCS;1;175000;275000;;YUASA
1003806;KLD;YA;69320-0W020;;KUNCI PINTU;PCS;1;104000;185000;;AMP
1003807;KLG;YA        ;MK434982B RH;;KUNCI PINTU         ;PCS       ;1;108000;185000;;AMP                                                                                                 
1003808;KLG;YA;MK434981B;;KUNCI PINTU;PCS;1;108000;185000;;AMP
1003809;IA;YA        ;MB394501B RH;;KUNCI PINTU         ;PCS       ;3;59000;105000;;AMP                                                                                                 
1003810;IA;YA        ;MB 394500B LH;;KUNCI PINTU         ;PCS       ;3;59000;105000;;AMP                                                                                                 
1003811;TG;YA        ;TUTUP OLI 20260-41950;;TUTUP OLI REM       ;PCS       ;1;68000;145000;;WAKASA                                                                                              
1003812;ID;YA;MK403651;;DOOR HANDLE OUT;PCS;1;54000;95000;;SPORT SHORT
1003813;KEI;YA;ME-753458;;RILLAY;PCS;1;175000;295000;;PT.SARANA
1003814;TR;YA;8-97095-686-0;;GAS TANK CUP;PCS;1;63000;115000;;SPORT SHORT
1003815;KKL;YA        ;TUTUP TENGKI 52224-01537;;TUTUP TANGKI        ;PCS       ;1;110000;195000;;SPORT SHORT                                                                                         
1003816;RL;YA        ;84640-37050 B;;SWITCH PEDAL KOPLING;PCS       ;9;30000;75000;;AMP                                                                                                 
1003817;RU;YA        ;8-94331-723-1  SWITCH KOPLING;;SWITCH KOPLING      ;PCS       ;10;32000;85000;;AMP                                                                                                 
1003818;UI;YA        ;8-94118-754-0B STOP SWITCH;;STOP SWITCH         ;PCS       ;7;25000;55000;;AMP                                                                                                 
1003819;KLL;YA        ;S-SR-015;;SAKLAR MUNDUR       ;PCS       ;5;100000;195000;;STECKER                                                                                             
1003820;UU;YA        ;MB249318B;;SWITCH KOPLING      ;PCS       ;10;22000;65000;;AMP                                                                                                 
1003821;KDD;YA        ;SWITCH S8346-01510;;SWITCH TEMPERATUR   ;PCS       ;3;144000;255000;;AMP                                                                                                 
1003822;KUI;YA;SIZE:8-22M;;KUNCI RINGPASS;PCS;1;125000;250000;;VENUS
1003823;KE;YA;UKURAN 10 11 13;;KUNCI SHOK Y KECIL;PCS;1;17000;35000;;EVSTEEL
1003824;UL;YA;UKURAN 8 9 10;;KUNCI SHOK Y KECIL;PCS;1;20000;40000;;VENUS
1003825;UG;YA;KN-105 400HZ 24V;;KLAKSONE;PCS;1;28000;65000;;KIN KINEI
1003826;KKI;YA;DUDUKAN SPION ;;DUDUKAN SPION;PCS;1;115000;175000;;
1003827;II;YA;DNY-H94;;KLAKSON KEONG;PCS;1;55000;95000;;DNY
1003828;KLL;YA;KIPAS ANGIN DOBLE 24V;;KIPAS ANGIN ;PCS;1;100000;150000;;NAPOLY
1003829;E;YA;MIKA SEIN FUSO;;MIKA;PCS;1;7000;15000;;BGF
1003830;KU;YA;MIKA LAMPU STOP BELAKANG;;MIKA ;PCS;1;12000;25000;;BGF
1003831;UU;YA        ;TEMBAKAN LEM SILENT;;TEMBAKAN LEM        ;PCS       ;1;22000;45000;;                                                                                                    
1003832;KU;YA;MIKA LAMPU STOP BELAKANG;;MIKA;PCS;1;12000;25000;;BGF
1003833;E;YA;MIKA LAMPU STOP BELAKANG;;MIKA ;PCS;1;7000;15000;;BGF
1003834;KE;YA;MIKA LAMPU SEIN DEPAN;;MIKA;PCS;1;17000;35000;;BGF
1003835;DE;YA        ;8-97173-035;;RELAY               ;PCS       ;1;47000;95000;;ISUZU                                                                                               
1003836;RI;YA        ;B/R VOLVO DEPAN LH;;BAUT RODA           ;PCS       ;1;0;85000;;IBK                                                                                                 
1003837;DK;YA;S-MRP-007;;RELAY;PCS;1;41000;75000;;STECKER
1003838;TL;YA;8-97264-947-0;;RELAY;PCS;1;60000;150000;;ISUZU
1003839;UG;YA;MC 854954;;RELAY;PCS;1;28000;75000;;UTM
1003840;EG;YA        ;SWITCH REM 02-8050H;;SWITH REM           ;PCS       ;1;78000;155000;;TOP                                                                                                 
1003841;GI;YA        ;SWITCH REM 01-8020H;;SWITH REM           ;PCS       ;1;85000;150000;;TOP                                                                                                 
1003842;UI;YA;MK-387785;;RELAY;PCS;1;25000;50000;;GENUINE
1003843;RI;YA;RELAY LOHAN K4;;RELAY;PCS;1;35000;85000;;CHNDEN
1003844;TU;YA        ;85920-12004;;RELAY               ;PCS       ;1;62000;125000;;SH                                                                                                  
1003845;AI;YA        ;SWITCH REM LOHAN K4;;SWITCH REM          ;PCS       ;1;95000;165000;;                                                                                                    
1003846;AU;YA        ;SWITCH REM LOHAN K2 NO2;;SWITH REM           ;PCS       ;1;92000;145000;;                                                                                                    
1003847;KLI;YA        ;SWITCH REM LOHAN K2 NO1;;SWITH REM           ;PCS       ;1;105000;185000;;                                                                                                    
1003848;RI;YA        ;SWITCH MC840219;;SWITH OIL           ;PCS       ;1;35000;65000;;MITSHUBISHI                                                                                         
1003849;GR;YA        ;FLASHER CANTER MK-387290;;FLASHER             ;PCS       ;1;82500;145000;;CARSHOW                                                                                             
1003850;EI;YA;FLASHER 25390-00209;;FLASHER;PCS;1;75000;150000;;FUJISUN
1003851;UR;YA        ;FLASHER L-300;;FLASHER             ;PCS       ;1;23000;65000;;CARSHOW                                                                                             
1003852;AI;YA        ;85920-2510;;RILLAY              ;PCS       ;1;95000;150000;;SH                                                                                                  
1003853;II;YA        ;SWITCH REM MC841493;;SWITH STOP          ;PCS       ;1;55000;95000;;UTM                                                                                                 
1003854;RL;YA;TUTUP TENGKI KF-40/GRAND;;TUTUP TANGKI;PCS;1;30000;50000;;DNY
1003855;RI;YA;SK-5001;;KLAKSONE ANGIN;PCS;1;35000;75000;;CICANDA
1003856;UR;YA;BACK HORN;;KLAKSONE MUNDUR;PCS;1;23000;45000;;KIN KINEI
1003857;DI;YA;TUTUP TENGKI L300/CANTER MB022737;;TUTUP TANGKI;PCS;1;45000;75000;;UMC
1003858;EL;YA;TUTUP TENGKI 8-97095686-0;;TUTUP TANGKI;PCS;1;70000;125000;;ISUZU
1003859;KL;YA        ;TUTUP TENGKI DUTRO 69058-37080;;TUTUP TANGKI        ;PCS       ;1;10000;85000;;UMC                                                                                                 
1003860;TI;YA;TUTUP TENGKI WAL-326;;TUTUP TANGKI;PCS;1;65000;125000;;GENUINE
1003861;G;YA;PITINGAN LAMPU H4;;PITINGAN LAMPU;PCS;1;8000;15000;;
1003862;KR;YA;SOKET SAMBUNGAN ;;SOKET;PCS;1;13000;25000;;
1003863;DK;YA;TUTUP RADIATOR JK022510-1730;;TUTUP RADIATOR;PCS;1;41000;75000;;DENSO
1003864;KT;YA;TUTUP RADIATOR 20265-95001;;TUTUP RADIATOR;PCS;1;16000;50000;;WAKASA
1003865;UD;YA;TUTUP RADIATOR 20265-90200;;TUTUP RADIATOR;PCS;1;24000;75000;;WAKASA
1003866;T;YA;FB706;;KONTAK SEKRING;PCS;1;6000;15000;;CORDINATES
1003867;T;YA;FB DX MINI;;KONTAK SEKRING;PCS;1;6000;15000;;CORDINATES
1003868;I;YA;KONTAK 2 [DX];;KONEKTOR LAMPU;PCS;1;5000;10000;;CORDINATES
1003869;II;YA;FLASHER CS-114192;;FLASHER;PCS;1;55000;115000;;ARSHOM
1003870;TG;YA;FLASHER 81980-37140;;FLASHER;PCS;1;68000;115000;;AMP
1003872;AL;YA;CS-114085;;RELAY;PCS;1;90000;145000;;ARSHOM
1003873;TR;YA;FLASHER MC848797;;FLASHER;PCS;1;63000;115000;;SPORT SHORT
1003874;LANA;YA;LAMPU LED 24V M-3;;LAMPU LED;PCS;1;1299;8000;;LANA
1003875;LANA;YA;LAMPU LED 24V M-1;;LAMPU LED;PCS;1;2000;8000;;LANA
1003876;LANA;YA;LAMPU LED 12V M-3;;LAMPU LED;PCS;1;2000;8000;;LANA
1003877;RI;YA;WIPER 22/550MM;;WIPER ;PCS;1;35000;75000;;LIANG BOSHI
1003878;DG;YA;WIPER S-026/650MM;;WIPER ;PCS;1;48000;75000;;NWB
1003879;RI;YA;WIPER 24/600MM;;WIPER ;PCS;1;35000;75000;;LIANG BOSHI
1003880;RI;YA;WIPER 21/530MM;;WIPER ;PCS;1;35000;75000;;LIANG BOSHI
1003881;KLI;YA;WIPER 22/56CM;;WIPER ;PCS;1;105000;175000;;VOUGEN
1003882;KLI;YA;WIPER 20/51CM;;WIPER ;PCS;1;105000;170000;;VOUGEN
1003883;KLI;YA;WIPER 18/6MM;;WIPER ;PCS;1;105000;165000;;VOUGEN
1003884;KLI;YA;WIPER 16/41CM;;WIPER ;PCS;1;105000;165000;;VOUGEN
